,text,label
1685,please tell me if there are any countries whose happiness score has suddenly dropped in a year .,bar
1686,within the last year have any countries experienced a sudden decrease in happiness score ?,bar
1687,"in the course of a year , can you name a country with a sudden decrease in the happiness score ?",bar
1688,what country had a sudden decrease in their happiness score over a year ?,bar
1689,"which country , if any , has had a sudden decrease in the happiness score within a year ?",bar
1690,"in the past year , have any countries had a sudden decrease in their happiness score ?",bar
1691,did any countries happiness score have a sudden decrease within the last year ?,bar
1692,retrieve the country that has had a sudden decrease in happiness score within a year .,bar
1693,has a country 's happiness score decreased dramatically over a 12 month period ?,bar
1694,"if one country showed a dramatic decrease in happiness , please identify that country .",bar
1695,which country has had a significant decrease in happines during the past year ?,bar
1696,list the countries that had a sudden decrease in their happiness score within the last 12 months .,bar
1697,are there any countries that may have an inaccurate happiness score with respect to their gdp ?,point
1698,do any countries have an inaccurate happiness score compared to their gdp ?,point
1699,do any countries have innaccuracies in their happiness score in regard to their gdp ?,point
1700,have any countries showed inaccuracy in the happiness score with respect to their gdp ?,point
1701,do any countries have happiness scores that don 't match with their gdp ?,point
1702,can you tell me if there are any countries that may have an inaccurate happiness score with respect to their gdp ?,point
1703,"with respect to their gdp 's , are any countries have a happiness score that is not accurate ?",point
1704,"in reference to gdp , list the countries with inaccurate happiness scores .",point
1705,can you identify any countries that have happiness scores that don 't correlate to their gdps ?,point
1706,"with primary consideration given to their gdp , do any of the countries show an inaccurate happiness score ?",point
1707,do you know of any countries that would have an incorrect happiness score in regards to their gdp ?,point
1708,can you tell me if there are countries that may have an accurate happiness score with respect to their gdp ?,point
1709,"looking at their gdp , do you think any countries might have an inaccurate happiness score ?",point
1710,could there be any inacurrate happiness scores with respect to country 's gdp ?,point
1711,the gdp scores the happiness rate that may or may not be accurate for some countries .,point
1712,is there a country that does not match the region it belongs to based on its happiness score ?,bar
1713,name me a country that 's happiness score does not coincide with the region it belongs to .,bar
1714,"based on the happiness score ,is there a country that does not match the region it belongs ?",bar
1715,"based on its happiness score , can you tell me a country that does not match the region it belongs to ?",bar
1716,based on their happiness score is there a country that does not match their region ?,bar
1717,what country does not correspond with the region it belongs to found on its score of happiness .,bar
1718,does any country have a happiness score which does not match the region it belongs to ?,bar
1719,"based on its happiness score , is there any country that should not be in the region it belongs to ?",bar
1720,"based on the happiness score , is there a country that does not belong to the region ?",bar
1721,does a country exist whose happiness score doesn 't correspond to that of its host region ?,bar
1722,are there outlying countries that have happiness scores that are not similar other countries in the same region,bar
1723,are there any countries that have a score the does not match the region it belongs to ?,bar
1724,are their any countries whose happiness score looks like an outlier within their region ?,bar
1725,"group the countries by region , please .",bar
1726,please put the countries into groups according to their region .,bar
1727,organize the countries by their region .,bar
1728,please place the countries in groups by their region .,bar
1729,please group countries by region .,bar
1730,could you please group the countries by region ?,bar
1731,put together the countries based on region .,bar
1732,can you help me group the countries based on its region ?,bar
1733,"i would like the countries grouped by region , please .",bar
1734,please group all countries by region ?,bar
1735,put the countries into groups based on their location .,bar
1736,please arrange the countries according to region .,bar
1737,"please ,group the countries by region ?",bar
1738,kindly put countries together based on their regions .,bar
1739,"please , sort the countries by region",bar
1740,sort the countries into two groups based on whether they are happy or not .,bar
1741,"determine whether the countries are happy or not , and separate them into two groups accordingly .",bar
1742,organize the countries into two sets,bar
1743,"based on happiness , split the countries into two different categories .",bar
1744,categorize these countries into two lists based on whether or not they are happy .,bar
1745,"the countries need to be sorted into one of two groups , happy or not happy",bar
1746,"show me two groups of countries , one being those that are happy and the other being those that are not .",bar
1747,"create two groups of countries , happy ones and unhappy ones",bar
1748,sort countries by happy and not happy .,bar
1749,please list and separate all the countries based on which are happy and which are not ?,bar
1750,for the countries listed place them into a happy group or a not happy group .,bar
1751,countries are to be sorted via happy or not happy groups .,bar
1752,"depending on whether they are happy or not , sort the countries into two",bar
1753,"group the countries according to happiness score , where each group has a score limitation of 10 .",bar
1754,"sort the countries in groups based on their happiness levels , and make sure the groups have a score limitation of 10 .",bar
1755,"with a score limitation of 10 , group the counties by happiness score .",bar
1756,"based on their happiness score , separate the countries into groups with no group scoring higher than 10 .",bar
1757,put the countries together by happiness score with a limitation of 10 .,bar
1758,create groups of countries based on happiness score with a maximum score of 10,bar
1759,"using a 10 score limitation , group countroes based on happiness score .",bar
1760,group each country by happiness score with each group having a score limitation of 10 .,bar
1761,with a score limitation of 10 group countries in accordance with their happiness score .,bar
1762,can you put the countries based on its happiness score into groups with a score of limitation of 10 for each group ?,bar
1763,"organize the countries based on happiness score , with the score limit on each group being 10 .",bar
1764,"if each group has a score limitation of 10 , group each country by it 's happiness score .",bar
1765,arrange the countries according to their happiness score up to 10 .,bar
1766,can you group the countries according their happiness score with a limitation of 10 ?,bar
1767,what is the relationship between happiness and the countries in the same region ?,bar
1768,how are countries in the same region related as far as their happiness ?,bar
1769,can you name the connection between happiness and the countries in the same area ?,bar
1770,is there any relation between happiness and the countries in the same region ?,bar
1771,tell me the relationship between happiness and countries that share the same region .,bar
1772,do countries in the same region share the same level of happiness ?,bar
1773,is there a relationship between happiness and the countries within the same region ?,bar
1774,what relationship exists between happiness and countries in the same region .,bar
1775,"please show what relationship , if any , there is between happiness and countries within the same region .",bar
1776,are countries in the same region happier than countries in different regions ?,bar
1777,what is the correlation of happiness and countries in similar region ?,bar
1778,"considering happiness , tell me the relationship between countries in the same region .",bar
1779,"regarding countries in the same region , what is the relationship between happiness ?",bar
1780,do the countries in the same region and their happiness have a relationship ?,bar
1781,do you see a relationship between happiness and countries from the same region ?,bar
1782,what regions have the relationship between happiness and countries ?,bar
1783,what correlation is their bewteen happines of countries in same regions ?,bar
1784,does a country with high population want to lower the speed of population growth ?,bar
1785,do countries with high population want to lower their population growth speed ?,bar
1786,would a country with high population desire to reduce the rate of population growth ?,bar
1787,does a country want to lower the speed of population growth if they have a high population ?,bar
1788,would a country with a high popular prefer to lower the rate of population growth ?,bar
1789,if a country has a high population do they want to decrease their population growth ?,bar
1790,is there a country with a high poplulation that are wanting to slow down their population growth ?,bar
1791,does a country with a large amount of people have any interest in decreasing their growth in population ?,bar
1792,when the population of a country is high is there any desire to slow the population growth ?,bar
1793,is it likely a country with high population would want to lower the speed of population growth ?,bar
1794,do countries with high populations wish to slow down population growth ?,bar
1795,does a country with a high population have an interest in lowering their birth rate ?,bar
1796,would a high population country want to lower the speed of population growth ?,bar
1797,can you help me figure out whether a high population country want to reduce the speed of population growth ?,bar
1798,i need to know if a country with a high population will want to reduce the speed of the population growth .,bar
1799,does high population affect the desire of a country to continue its population growth at the same rate ?,bar
1800,how does high population impact a country 's desire to lower the speed of population growth ?,bar
1801,is there any country in the world that wants a smaller population or less of a growth in their population due to overpopulation ?,bar
1802,"which publisher published "" the queen of nothing "" ?",bar
1803,"who published "" the queen of nothing "" ?",bar
1804,""" the queen of nothing "" was published by which publishing company ?",bar
1805,"tell me the publisher of "" the queen of nothing ?",bar
1806,"who was the publisher that published "" the queen of nothing """,bar
1807,"who is the publisher of "" the queen of nothing "" ?",bar
1808,"what is the name of the company that published "" the queen of nothing "" ?",bar
1809,"who is the publisher of the book "" the queen of nothing "" ?",bar
1810,""" the queen of nothing "" was published by whom ?",bar
1811,can you recall who came out with “the queen of nothing” ?,bar
1812,"which company is the company that published "" the queen of nothing "" ?",bar
1813,"who is the author of "" the queen of nothing ? """,bar
1814,"can you tell me who published "" the queen of nothing "" ?",bar
1815,"the "" queen of nothing "" was published by which publisher ?",bar
1816,"who is the publisher for "" the queen of nothing "" ?",bar
1817,""" the queen of nothing "" was published by a known publisher .",bar
1818,"who was the publisher of "" the queen of nothing ? """,bar
1819,"the author that wrote , "" the queen of nothing , "" who is their publisher ?",bar
1820,"please find out for me the publisher of "" the queen of nothing "" .",bar
1821,"in what language was "" the art of super mario odyssey "" written ?",bar
1822,""" the art of super mario odyssey "" was written in which language ?",bar
1823,"what language was used in writing "" the art of super mario odyssey ? """,bar
1824,""" the art of super mario odyssey is written in what language ?",bar
1825,"tell me which language was "" the art of super mario odyssey "" was written in .",bar
1826,"the book "" the art of super mario odyssey "" was written in which language ?",bar
1827,"do you know what language "" the art of super mario odyssey "" was written in ?",bar
1828,"what language was used to write "" the art of super mario odyssey "" ?",bar
1829,"do you know which language was used to write "" the art of super mario odyssey "" ?",bar
1830,"what language is "" the art of super mario odyssey "" written in ?",bar
1831,"what language is the "" art of super mario odyssey ? """,bar
1832,"what language was the book "" the art of super mario odyssey "" originally written in ?",bar
1833,"which language as "" the art of super mario odyssey "" written ?",bar
1834,"can you tell me what language "" the art of super mario odyssey "" was written in ?",bar
1835,the art of super mario odyssey is written in which language ?,bar
1836,"can you tell what language "" the art of super mario odyssey "" was written in ?",bar
1837,"what was the language used to write "" the art of super mario odyssey "" ?",bar
1838,"tell me what the original language "" the art of super mario odssey "" was written .",bar
1839,collect the titles of books published this year .,bar
1840,make a list of the books published this year .,bar
1841,produce a list of book titles published during the current year .,bar
1842,list all book titles published this year .,bar
1843,gather a list of the titles of books published this year .,bar
1844,list each book that was released this year .,bar
1845,compile a list of books published in 2020 .,bar
1846,gather the titles of books that were published this year .,bar
1847,write down the titles of the books that have been published this year .,bar
1848,make a list including the titles of books published so far in 2020 .,bar
1849,show me titles of books published this year .,bar
1850,show me the titles of books published just this year .,bar
1851,"how long is "" beautiful people "" ?",bar
1852,"what is the length of "" beautiful people ? """,bar
1853,what is the run time of beautiful people ?,bar
1854,"what is the length of the song "" beautiful people "" ?",bar
1855,"what is the length of the movie "" beautiful people "" ?",bar
1856,"what is the running time for the movie , "" beautiful people ? """,bar
1857,"what is the track length of "" beautiful people "" ?",bar
1858,"what is the running time of "" beautiful people ? """,bar
1859,"tell me the length of "" beautiful people "" .",bar
1860,"tell me how long "" beautiful people "" is .",bar
1861,"what length is "" beautiful people "" ?",bar
1862,"how many minutes does "" beautiful people "" last ?",bar
1863,""" beautiful people "" has what duration ?",bar
1864,"what is the length of "" beautiful people "" ?",bar
1865,"how long is "" beautiful people ? """,bar
1866,"in terms of length , how long is "" beautiful people "" ?",bar
1867,"how long is the song "" beautiful people "" ?",bar
1868,"can you tell me the length of "" beautiful people . """,bar
1869,"how long does "" beautiful people "" last ?",bar
1870,"do you know how long "" beautiful people "" is ?",bar
1871,"can you tell me how long "" beautiful people "" is ?",bar
1872,"how long is the movie "" beautiful people "" ?",bar
1873,"find the length of the work "" beautiful people "" .",bar
1874,"i want to know how long "" beautiful people "" is .",bar
1875,"about how long would you say "" beautiful people "" is ?",bar
1876,"show me how long "" beautiful people "" is .",bar
1877,""" beautiful people "" is how long ?",bar
1878,what pop songs has sam smith released ?,bar
1879,what pop songs have been released by sam smith ?,bar
1880,what are the titles of the pop songs released by sam smith ?,bar
1881,list all pop songs released by sam smith .,bar
1882,do you know the names of pop songs released by sam smith ?,bar
1883,can you tell me some pop songs that have been released by the artist sam smith ?,bar
1884,could you tell me which pop songs have been released by sam smith ?,bar
1885,what are the names of the pop songs that have been released by sam smith ?,bar
1886,can you tell me what pop songs sam smith released ?,bar
1887,what are the pop songs that have been put out by sam smith ?,bar
1888,name pop songs released by sam smith .,bar
1889,what songs of the pop genrea has sam smith released ?,bar
1890,please name the pop songs that sam smith has released .,bar
1891,name some of the pop songs that the artist sam smith has released ?,bar
1892,can you give me some titles of pop songs by sam smith ?,bar
1893,get me the titles of pop songs by sam smith .,bar
1894,can you name some of the titles of pop songs sung by sam smith ?,bar
1895,list some pop songs by sam smith .,bar
1896,what are the titles of some of the pop songs by sam smith ?,bar
1897,can you list the pop songs by sam smith ?,bar
1898,what are the names of some of sam smith 's songs ?,bar
1899,what are some pop songs by sam smith ?,bar
1900,i need some titles of pop songs by sam smith .,bar
1901,what are some different pop songs by sam smith ?,bar
1902,could you name some sam smith pop songs ?,bar
1903,can you tell me a few names of sam smith 's pop songs ?,bar
1904,list some pop songs written by sam smith .,bar
1905,may i get some sam smith song titles of his pop tunes ?,bar
1906,i am interested in the names of pop songs by sam smith .,bar
1907,what are a few songs that are sung by artist sam smith ?,bar
1908,what are some popular songs ?,bar
1909,can you tell me some popular songs ?,bar
1910,can you show me a selection of popular music ?,bar
1911,what are some songs that are popular right now ?,bar
1912,provide some examples of songs that are popular .,bar
1913,which songs are some of the popular ones ?,bar
1914,list a few popular songs .,bar
1915,what songs are popular right now ?,bar
1916,list the songs that are popular .,bar
1917,tell me some songs that are popular,bar
1918,do you know of any songs that are popular ?,bar
1919,what songs are top of the charts right now ?,bar
1920,can you list for me some popular songs ?,bar
1921,can you help me find some popular songs ?,bar
1922,show me popular songs .,bar
1923,which songs have high popularity ?,bar
1924,what are the most popular songs ?,bar
1925,can you provide me a list of songs that are highly popular ?,bar
1926,what are some highly popular songs ?,bar
1927,what are some very popular songs ?,bar
1928,please tell me which songs are very popular .,bar
1929,name some songs that are highly popular .,bar
1930,what songs are the most popular ?,bar
1931,can you tell me songs that have high popularity ?,bar
1932,what are some songs that are highly popular ?,bar
1933,what are some of the most popular songs ?,bar
1934,what are some of the most well liked songs of all ?,bar
1935,name the songs that are highly popular .,bar
1936,find songs with high popularity .,bar
1937,which of things songs are the most popular ?,bar
1938,tell me about some songs that are very popular .,bar
1939,what songs are trending lately ?,bar
1940,"on average , how long are the books published by dark horse comics ?",bar
1941,what is the mean length of books published by dark horse comics ?,bar
1942,"in regards to books published by dark horse comics , can you tell me how long their books are on average ?",bar
1943,what is the average length of books published by dark horse comics ?,bar
1944,"of the books that dark horse comics publish , how long are they on average ?",bar
1945,what do you think the average length of books published by dark horse comics ?,bar
1946,what is the average length of the books published by dark horse comics ?,bar
1947,"give me an average length , say , of the books that dark horse comics publishes ?",bar
1948,"of the books published by dark horse comics , what is the average length ?",bar
1949,what 's the typical length of books that are dark horse comics publications ?,bar
1950,can you tell me the length of books published by dark horse comics on average ?,bar
1951,what is the average length of books that are published by dark horse comics ?,bar
1952,what is the average number of pages of books published by dark horse comics ?,bar
1953,"books published by dark horse comics are what length , on average ?",bar
1954,whose works are most commonly published by dark horse comics ?,bar
1955,name the authors that are most commonly published by dark house comics ?,bar
1956,which creators have had their works published the most by dark horse comics ?,bar
1957,what authors are most often published by dark horse comics ?,bar
1958,name the person whose works are most commonly published by dark horse comics .,bar
1959,the most commonly published works by dark horse comics are by which writers ?,bar
1960,who is the most commonly published author by dark horse comics ?,bar
1961,"in terms of dark horse comics books , whose works are most commonly published ?",bar
1962,who are the authors dark horse comics mostly publishes ?,bar
1963,what authors does dark horse comics most often publish ?,bar
1964,which artist 's works are the ones dark horse comics most regularly publishes ?,bar
1965,identify the author who has collaborated with dark horse comics the most .,bar
1966,find the author who has most often collaborated with dark horse comics .,bar
1967,which author has partnered up the most with dark horse comics ?,bar
1968,what author has had the most collaborations with dark horse comics ?,bar
1969,with which author has dark horse comics collaborated the most ?,bar
1970,which author has collaborated with dark horse comics the most ?,bar
1971,who is the writer who dark horse comics has worked with most frequently ?,bar
1972,do you know the author who has collaborated most often with dark horse comics ?,bar
1973,can you tell me which author has collaborated the most with dark horse comics ?,bar
1974,who is the author who collaborated the most with dark horse comics ?,bar
1975,can you give me the name of the artist with whom dark horse comics has collaborated the most ?,bar
1976,which author has worked with dark horse comics most frequently ?,bar
1977,can you name the author who has collaborated with dark horse comics more than any other author ?,bar
1978,what 's the name of the writer who has worked with dark horse comics the most ?,bar
1979,"in terms of dark horse comics books , please tell me the author they have collaborated with the most ?",bar
1980,what writer has worked with dark horse comics more than anyone else ?,bar
1981,which author is the favorite collaborator of dark horse comics ?,bar
1982,name the author who is the favorite collaborator of dark horse comics .,bar
1983,show me the author that is a favorite collaborator of dark horse comics .,bar
1984,can you name the author who is the dark horse comics favorite collaborator ?,bar
1985,show me the author that is the favorite collaborator of dark horse comics,bar
1986,find the author who is the favorite collaborator of dark horse comics .,bar
1987,tell me who the favorite collaborator is of dark horse comics .,bar
1988,"of all author collaborators , who is dark horse comics’ favorite ?",bar
1989,who is dark horse comic 's favorite author to work with ?,bar
1990,who is the author that is most preferred by dark horse comics when it comes to collaboration ?,bar
1991,which collaborating author for dark horse comics is a fan favorite ?,bar
1992,who is the most favored collaborator of dark horse comics ?,bar
1993,what author collaborates with dark horse comics and is a favorite of theirs ?,bar
1994,"of all the authors who have collaborated with dark horse comics , which is the favorite ?",bar
1995,what writer does dark horse comics like to collaborate with most ?,bar
1996,who is the writer that dark horse comics enjoys working with the most,bar
1997,how many pop singers are on the list ?,bar
1998,tell me how many pop singers are on the list,bar
1999,what 's the total number of pop singers on the list ?,bar
2000,can you tell me how many pop singers are on the list ?,bar
2001,can you provide me with the number of pop singers on the list ?,bar
2002,look at the list and tell me the number of pop singers on it .,bar
2003,how many pop singers are listed ?,bar
2004,what is the amount of pop singers on the list ?,bar
2005,can you identify the number of pop singers that are on the list ?,bar
2006,name the number of of pop singers shown on the list .,bar
2007,what is the number of pop singers on the list ?,bar
2008,name the number of pop singers that appear on the list ?,bar
2009,total up the number of pop singers on the list please .,bar
2010,"of this list , how many pop singers can be identified ?",bar
2011,how many singers have released pop songs ?,bar
2012,"out of all the singers , how many have released pop songs ?",bar
2013,what is the number of singers that have released pop songs ?,bar
2014,tell us the amount of singers who have released pop songs .,bar
2015,what is the number of singers who have released pop songs ?,bar
2016,of all the singers how many have released pop songs ?,bar
2017,what is the number of singers that released pop songs ?,bar
2018,what 's the total number of performers who have put out pop tunes ?,bar
2019,tell me the number of pop singers that have released pop songs .,bar
2020,"over all , how many recording artists do you think have done pop songs ?",bar
2021,what number of singers have released pop songs ?,bar
2022,what is the number of performers who have pop songs ?,bar
2023,what 's the total number of singers who have released pop music ?,bar
2024,how many artists have performed pop music ?,bar
2025,do you know the number of singers that have released pop songs ?,bar
2026,can you retrieve the number of singers that have released pop songs ?,bar
2027,"in total , when thinking of pop songs , how many singers have released them ?",bar
2028,what is the median length of the songs ?,tick
2029,tell us the average song lengths .,tick
2030,on average how long do the songs last ?,tick
2031,what is the average length of the songs ?,tick
2032,on average how long are the songs ?,tick
2033,"on average , what is the length of the songs ?",tick
2034,can you tell me the average length of the songs ?,tick
2035,what do you feel is the average length of those songs ?,tick
2036,how long is each song on average ?,tick
2037,how long are the songs on average ?,tick
2038,what is the average time of the songs ?,tick
2039,about how long are the songs on average ?,tick
2040,what is the average time these songs last ?,tick
2041,songs have a general median length of ?,tick
2042,"arranged by length , what is the middle value of the songs ?",tick
2043,"if i have a list of music , what would be the average length of the songs on it ?",tick
2044,about how long are the current songs ?,tick
2045,what is the approximate length of your songs ?,tick
2046,what is the typicall mid -range length of a song ?,tick
2047,who is the author of the most expensive book ?,bar
2048,who wrote the most expensive book ?,bar
2049,tell me the name of the author who wrote the priciest book .,bar
2050,the most expensive book is written by ?,bar
2051,give me the name of the author who has the priciest book .,bar
2052,who wrote the highest priced book ?,bar
2053,can you provide me with the author that has released the most expensive book ?,bar
2054,who is this most expensive book written by ?,bar
2055,can you tell me who is the author of the most expensive book ?,bar
2056,what writer has the priciest book ?,bar
2057,what author has the most costly book ?,bar
2058,who wrote the book that costs the most money ?,bar
2059,"when looking at price , which author has the most expensive book ?",bar
2060,list author of the book that cost the most .,bar
2061,who wrote the book that costs the most ?,bar
2062,who wrote the most valuable book in the world ?,bar
2063,who published the most expensive book ?,bar
2064,the most expensive book is published by which publisher ?,bar
2065,can you tell me what publisher has released the highest priced book ?,bar
2066,name the publisher of the priciest book .,bar
2067,which publisher released the priciest book ?,bar
2068,who was the publisher of the highest priced book ?,bar
2069,tell me the publisher of the most expensive book .,bar
2070,which company published the most expensive book ?,bar
2071,which publisher has the most costly book ?,bar
2072,what publishing house has published the most costly book ?,bar
2073,what is the name of the most expensive book publisher ?,bar
2074,who is the most expensive book published by ?,bar
2075,give me the name of the most expensive book 's publisher .,bar
2076,what is the most expensive book and who published it ?,bar
2077,how popular is the loudest song ?,bar
2078,what is the popularity rank of the loudest song ?,bar
2079,what 's the popularity of the loudest song ?,bar
2080,describe the popularity of the loudest song .,bar
2081,tell me the popularity of the loudest song .,bar
2082,how well -liked is the song that sounds the loudest ?,bar
2083,what is the popularity of the most loud song ?,bar
2084,what is the most popular loudest song ?,bar
2085,can you provide me with the popularity of the loudest song ?,bar
2086,what 's the popularity of the noisiest tune ?,bar
2087,how famous if the loudest song ?,bar
2088,how well liked is the noisiest song ?,bar
2089,"considering the loudest song , how popular is it ?",bar
2090,do you think the loudest song is popular ?,bar
2091,please tell me how popular the loudest song is .,bar
2092,can you pick most liked loudest song ?,bar
2093,is the most popular song danceable ?,point
2094,tell us if you can dance to the most popular song .,point
2095,can people dance to the most popular song ?,point
2096,can you dance to the most popular song ?,point
2097,is it possible to dance to the most popular song ?,point
2098,is the most popular song easy to dance to ?,point
2099,would people feel like dancing to the song that is most popular ?,point
2100,can you dance to the most well -liked song ?,point
2101,can the most popular song be used for dancing ?,point
2102,can you dance to the song that people like the most ?,point
2103,would you consider the most popular song danceable ?,point
2104,can you dance to the most danceable song ?,point
2105,are you able to dance to the most popular song ?,point
2106,can you dance to the song that is the most popular ?,point
2107,which among ed sheeran 's songs is the loudest ?,bar
2108,"of all of ed sheeran 's songs , which one is the loudest ?",bar
2109,can you tell me ed sheeran 's loudest song ?,bar
2110,what is ed sheeran 's loudest song ?,bar
2111,"of the songs ed sheeran 's has done , which one is the loudest ?",bar
2112,what ed sheeran 's song is the loudest ?,bar
2113,what is the loudest song by ed sheeran ?,bar
2114,ed sheehan’s loudest song is ?,bar
2115,what song among ed sheeran 's songs is the loudest ?,bar
2116,which ed sheeran song is the loudest ?,bar
2117,what is the loudest song that ed sheeran sings ?,bar
2118,what is the loudest ed sheeran song ?,bar
2119,tell me which of ed sheeran’s songs is the loudest .,bar
2120,which ed sheeran song is louder than all of his other ones ?,bar
2121,which of ed sheeran 's songs do you consider to be the loudest ?,bar
2122,can you tell me which one of ed sheeran 's songs produces the most noise ?,bar
2123,rank the books according to price .,bar
2124,can you rank the books based on their price ?,bar
2125,"in accordance to price , please rank the books .",bar
2126,sort the books based on their price .,bar
2127,categorize the books by their cost,bar
2128,provide the rankings of the books according to price,bar
2129,sort the books by their price .,bar
2130,arrange the books from highest to lowest price .,bar
2131,order the books based on their price .,bar
2132,books should be ranked by price,bar
2133,order the books by their price .,bar
2134,order the books based on how much they cost .,bar
2135,order the books according to the price .,bar
2136,position the books according to price,bar
2137,i want you to rank the books by price .,bar
2138,show me list of books arranged from lowest to highest price .,bar
2139,in what languages are these books written ?,bar
2140,tell me in what languages these books are written,bar
2141,what languages were these publications written in ?,bar
2142,tell me what language the books are published in .,bar
2143,what languages were these books written in ?,bar
2144,what language are these books ?,bar
2145,tell me what languages these books are in .,bar
2146,could you tell me what language they write these books in ?,bar
2147,can you tell me the languages that these books are in ?,bar
2148,what are the languages that the series is written in ?,bar
2149,can you tell me what language these books are ?,bar
2150,what are the different languages are the book written in ?,bar
2151,"these books , what language are they written in ?",bar
2152,these books are written in which languages ?,bar
2153,please figure out the the different languages that these books are written in .,bar
2154,in which languages are the dark horse books published ?,bar
2155,the language of these books are written in ?,bar
2156,which authors are in this dataset ?,bar
2157,tell me which authors can be found in this dataset,bar
2158,"in this dataset , what are the authors names ?",bar
2159,what are the names of the authors for this dataset ?,bar
2160,show me the authors in this dataset .,bar
2161,can you give me a list of authors in the dataset ?,bar
2162,name the authors in the dataset,bar
2163,the dataset has which authors in it ?,bar
2164,name the authors in this dataset .,bar
2165,which authors are in this file ?,bar
2166,can you show me what authors are in the dataset ?,bar
2167,what writers are included in the data ?,bar
2168,please review this dataset and tell me which authors it includes .,bar
2169,what authors are included ?,bar
2170,what authors are included in this data file ?,bar
2171,"listing by author , who is in this dataset ?",bar
2172,gather all the authors in the data .,bar
2173,collect all of the authors for this data .,bar
2174,extract the authors from the data .,bar
2175,compile a list of all of the authors included in the data .,bar
2176,collect information about all the authors in the list .,bar
2177,can you collect all the authors from the data ?,bar
2178,collect all the authors in the data .,bar
2179,name all the authors in the data,bar
2180,list all authors from given data .,bar
2181,assemble all authors in the file,bar
2182,"in the data , list out all the authors .",bar
2183,what are all the authors in the data ?,bar
2184,in this data gather all of the authors .,bar
2185,give me a list of every author in the dataset .,bar
2186,compile a list of all the authors .,bar
2187,what is the range of the song lengths ?,bar
2188,please tell me what range of lengths do these songs have ?,bar
2189,tell me the range of the lengths of the song ?,bar
2190,the song lengths are in what range ?,bar
2191,"of the song 's lengths , find out the range .",bar
2192,is there an average range of the songs ?,bar
2193,can you show me the variation in the length of the songs ?,bar
2194,show me the shortest and longest song lengths .,bar
2195,tell me the average lengths of the songs .,bar
2196,what genres are included in this list ?,bar
2197,tell me what genres this list has,bar
2198,which genres does this list include ?,bar
2199,list all the genres included from this list .,bar
2200,can you tell me the genres contained in this list ?,bar
2201,what are the types of genres included on this list ?,bar
2202,"in this list , which genres are included ?",bar
2203,this list include what genres ?,bar
2204,this list contains what genres ?,bar
2205,can you tell me the different genres on the list ?,bar
2206,identify the genres included in this list,bar
2207,please tell me the various genres included .,bar
2208,please tell me what genres this list includes .,bar
2209,which genres are included ?,bar
2210,can you show me the genres in this list ?,bar
2211,does the list include all genres ?,bar
2212,tell me the genres this list is about .,bar
2213,what kind are in this list,bar
2214,what are some genres mentioned here ?,bar
2215,could you name some of the genres mentioned ?,bar
2216,tell me some of the genres which are mentioned here .,bar
2217,can you name some of the genres mentioned ?,bar
2218,show me some genres mentioned here .,bar
2219,can you tell me what genres are mentioned here ?,bar
2220,show me the genres mentioned here .,bar
2221,list the genres mentioned,bar
2222,can you tell me which genres are mentioned here ?,bar
2223,the genres mentioned here are what ?,bar
2224,what are some of the genres listed here ?,bar
2225,name a some of the genres from the list .,bar
2226,give me a few genres that were mentioned .,bar
2227,are there any genres discussed here ?,bar
2228,list genres mentioned here,bar
2229,mention about the some of genres ?,bar
2230,enumerate the genres that were mentioned .,bar
2231,please give me each genres that were mentioned,bar
2232,list the genres that were talked about .,bar
2233,give the genres that were mentioned,bar
2234,list the genres that were mentioned .,bar
2235,tell me which genres were mentioned .,bar
2236,tell me the number of all the genres mentioned .,bar
2237,would you do me the favor and enumerate the generes that were recenly mentioned .,bar
2238,list the genres mentioned .,bar
2239,repeat the genres that were given earlier .,bar
2240,put the genres in numbered order .,bar
2241,identify the mentioned genres .,bar
2242,can you please enumerate the genres that were discussed ?,bar
2243,name the types that were mentioned,bar
2244,enumerate the genres that appear in this list .,bar
2245,tell me each genre that appears in this list,bar
2246,number the genres in the list .,bar
2247,create a list of the genres that appear in this list .,bar
2248,number the genres in the catalog .,bar
2249,put numbers by the different types on the list .,bar
2250,"in this list , number all the genres .",bar
2251,show each genre from the list .,bar
2252,"in this list , list out all the genres .",bar
2253,can you mention the genres that are on the list .,bar
2254,please number this list of genres .,bar
2255,which genres are on the list ?,bar
2256,put into a numerical list the listed genres .,bar
2257,in this list i need you to enumerate the genres .,bar
2258,list the genres by number,bar
2259,can you itemize each genre in this list ?,bar
2260,what is the distribution of the song length ?,bar
2261,tell me the distribution for the song lengths,bar
2262,can you tell me the distribution of the song length ?,bar
2263,what is the song length 's distribution ?,bar
2264,tell me the distribution of the length of song .,bar
2265,please list the song length distribution .,bar
2266,what is the arrangement of the song duration ?,bar
2267,can you show me the song length distribution ?,bar
2268,show me the distribution of the songs by length .,bar
2269,how are the song lengths distributed ?,bar
2270,what is the distribution of the music length ?,bar
2271,the song length is in what distribution ?,bar
2272,what is the song length,bar
2273,how is the song lenght distributed ?,bar
2274,compute the speechiness distribution .,bar
2275,calculate the speechiness distribution .,bar
2276,determine the distribution of the speechiness,bar
2277,calculate the distribution of speechiness,bar
2278,determine the dissemination of the speechiness .,bar
2279,calculate the range of speechiness .,bar
2280,find the speechiness distribution .,bar
2281,add up the distribution of speechiness,bar
2282,calculate the speechiness dissemination .,bar
2283,calculate the speech distributed .,bar
2284,give out the distribution of speechiness .,bar
